Entry	Entry name	Protein names	Taxonomic lineage (PHYLUM)	Taxonomic lineage (ORDER)	Taxonomic lineage (SPECIES)	Taxonomic lineage (FAMILY)
A0A8E2KI50	A0A8E2KI50_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. HMSC036E02	Bacillaceae
A0A8E4H552	A0A8E4H552_CLOBO	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium botulinum	Clostridiaceae
A0A8E5W243	A0A8E5W243_LACZE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lacticaseibacillus zeae (Lactobacillus zeae)	Lactobacillaceae
A0A8E7Z3H5	A0A8E7Z3H5_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
A0A8E8B7A9	A0A8E8B7A9_9STAP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus sp. MZ3	Staphylococcaceae
A0A8E8BIG5	A0A8E8BIG5_9STAP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus sp. MZ9	Staphylococcaceae
A0A8E8BUT1	A0A8E8BUT1_9STAP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus sp. MZ7	Staphylococcaceae
A0A8E8E958	A0A8E8E958_9STAP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus sp. MZ8	Staphylococcaceae
A0A8E8EGW1	A0A8E8EGW1_9STAP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus sp. MZ1	Staphylococcaceae
A0A8E8UU72	A0A8E8UU72_STAA8	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus aureus	Staphylococcaceae
A0A8E8YU31	A0A8E8YU31_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E8ZEQ6	A0A8E8ZEQ6_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9ATQ7	A0A8E9ATQ7_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9D6A2	A0A8E9D6A2_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9FKK5	A0A8E9FKK5_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9G5Z9	A0A8E9G5Z9_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9HKM8	A0A8E9HKM8_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9HN39	A0A8E9HN39_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus toyonensis	Bacillaceae
A0A8E9IQ67	A0A8E9IQ67_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9IZG8	A0A8E9IZG8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A8E9K5S2	A0A8E9K5S2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus toyonensis	Bacillaceae
A0A8E9L024	A0A8E9L024_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9PD40	A0A8E9PD40_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9TXK5	A0A8E9TXK5_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9TZ86	A0A8E9TZ86_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8E9UL16	A0A8E9UL16_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A8F0P610	A0A8F0P610_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sp. ZB199	Streptococcaceae
A0A8F0ZVL8	A0A8F0ZVL8_STRSZ	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
A0A8F2RG99	A0A8F2RG99_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus parasuis	Streptococcaceae
A0A8F2YTS7	A0A8F2YTS7_STRGY	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus gallolyticus	Streptococcaceae
A0A8F4QCQ7	A0A8F4QCQ7_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Terribacillus aidingensis	Bacillaceae
A0A8F4QDH5	A0A8F4QDH5_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Terribacillus aidingensis	Bacillaceae
A0A8F4QGT2	A0A8F4QGT2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Terribacillus aidingensis	Bacillaceae
A0A8F5HIV3	A0A8F5HIV3_9ENTE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus raffinosus	Enterococcaceae
A0A8F9SST3	A0A8F9SST3_BACIU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus subtilis	Bacillaceae
A0A8G0AUB2	A0A8G0AUB2_9BIFI	DUF4176 domain-containing protein	Actinobacteria	Bifidobacteriales	Bifidobacterium asteroides	Bifidobacteriaceae
A0A8G0PUW1	A0A8G0PUW1_WEICO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Weissella confusa (Lactobacillus confusus)	Lactobacillaceae
A0A8G1DMS6	A0A8G1DMS6_STAAU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus aureus	Staphylococcaceae
A0A8G2MAE0	A0A8G2MAE0_STAAU	EsaC protein analog (Listeria type 3)	Firmicutes	Bacillales	Staphylococcus aureus	Staphylococcaceae
A0A8H9BE77	A0A8H9BE77_ENTFC	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus faecium (Streptococcus faecium)	Enterococcaceae
A0A8H9BH93	A0A8H9BH93_ENTFC	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus faecium (Streptococcus faecium)	Enterococcaceae
A0A8H9BLT4	A0A8H9BLT4_ENTFC	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus faecium (Streptococcus faecium)	Enterococcaceae
A0A8I0AF26	A0A8I0AF26_9CLOT	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium sp. NSJ-42	Clostridiaceae
A0A8I1GTB8	A0A8I1GTB8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus group sp. N18	Bacillaceae
A0A8I1J7T2	A0A8I1J7T2_9FIRM	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Oscillospiraceae bacterium	Oscillospiraceae
A0A8I1KT75	A0A8I1KT75_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A8I2F6Z5	A0A8I2F6Z5_PAEAL	DUF4176 domain-containing protein	Firmicutes	Bacillales	Paenibacillus alvei (Bacillus alvei)	Paenibacillaceae
A0A8I2FEZ7	A0A8I2FEZ7_STRAG	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus agalactiae	Streptococcaceae
A0A8I2JKJ3	A0A8I2JKJ3_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
A0A8I2JKR9	A0A8I2JKR9_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
A0A8I2JL16	A0A8I2JL16_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
A0AK23	A0AK23_LISW6	Uncharacterized protein	Firmicutes	Bacillales	Listeria welshimeri	Listeriaceae
A0RGK2	A0RGK2_BACAH	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A3CNN0	A3CNN0_STRSV	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
A3CR29	A3CR29_STRSV	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
A4XHN0	A4XHN0_CALS8	Uncharacterized protein	Firmicutes	Thermoanaerobacterales	Caldicellulosiruptor saccharolyticus (Caldocellum saccharolyticum)	Thermoanaerobacterales Family III. Incertae Sedis
A5KPT6	A5KPT6_9FIRM	Uncharacterized protein	Firmicutes	Eubacteriales	[Ruminococcus] torques	Lachnospiraceae
A7GP34	A7GP34_BACCN	Conserved hypothetical cytosolic protein	Firmicutes	Bacillales	Bacillus cytotoxicus	Bacillaceae
A7GQL6	A7GQL6_BACCN	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cytotoxicus	Bacillaceae
A8AUD5	A8AUD5_STRGC	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus gordonii	Streptococcaceae
A8RD40	A8RD40_9FIRM	Uncharacterized protein	Firmicutes	Erysipelotrichales	Amedibacillus dolichus	Erysipelotrichaceae
A8SJH4	A8SJH4_9FIRM	Uncharacterized protein	Firmicutes	Tissierellales	Parvimonas micra	Peptoniphilaceae
A9VNM7	A9VNM7_BACMK	Uncharacterized protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A9VNZ9	A9VNZ9_BACMK	Uncharacterized protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
B0MM72	B0MM72_9FIRM	Uncharacterized protein	Firmicutes	Eubacteriales	[Eubacterium] siraeum	Oscillospiraceae
B2TKW5	B2TKW5_CLOBB	Putative lipoprotein	Firmicutes	Eubacteriales	Clostridium botulinum	Clostridiaceae
B4U1P1	B4U1P1_STREM	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
B4U3E9	B4U3E9_STREM	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
B4U532	B4U532_STREM	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
B6G9B1	B6G9B1_9ACTN	Uncharacterized protein	Actinobacteria	Coriobacteriales	Collinsella stercoris	Coriobacteriaceae
B6G9B4	B6G9B4_9ACTN	Uncharacterized protein	Actinobacteria	Coriobacteriales	Collinsella stercoris	Coriobacteriaceae
B7C7V3	B7C7V3_9FIRM	Uncharacterized protein	Firmicutes	Erysipelotrichales	Holdemanella biformis	Erysipelotrichaceae
B7IU89	B7IU89_BACC2	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
B7JEV7	B7JEV7_BACC0	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
B9MPB6	B9MPB6_CALBD	Uncharacterized protein	Firmicutes	Thermoanaerobacterales	Caldicellulosiruptor bescii (Anaerocellum thermophilum)	Thermoanaerobacterales Family III. Incertae Sedis
C0B7S1	C0B7S1_9FIRM	Uncharacterized protein	Firmicutes	Eubacteriales	Coprococcus comes	Lachnospiraceae
C0M7X7	C0M7X7_STRE4	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
C0M9Z2	C0M9Z2_STRE4	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
C0MAW5	C0MAW5_STRE4	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
C0MDG5	C0MDG5_STRS7	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
C0ME35	C0ME35_STRS7	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
C0ME43	C0ME43_STRS7	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
C2MJC2	C2MJC2_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2NKI4	C2NKI4_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2P8S2	C2P8S2_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2PV78	C2PV78_BACMY	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
C2R7B9	C2R7B9_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2SJG7	C2SJG7_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2T0C1	C2T0C1_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2UD15	C2UD15_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2UUI3	C2UUI3_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2V562	C2V562_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2V565	C2V565_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2V7X7	C2V7X7_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2VBA3	C2VBA3_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2WLK6	C2WLK6_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2XAY4	C2XAY4_BACCE	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2YMU6	C2YMU6_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2YNP3	C2YNP3_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2YQV2	C2YQV2_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2Z4Y1	C2Z4Y1_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2Z6G1	C2Z6G1_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2Z717	C2Z717_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C2ZAY6	C2ZAY6_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
C3BVK3	C3BVK3_9BACI	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus pseudomycoides	Bacillaceae
C3DFZ1	C3DFZ1_BACTS	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3DFZ7	C3DFZ7_BACTS	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3DUQ7	C3DUQ7_BACTS	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3EDM1	C3EDM1_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3FZ23	C3FZ23_BACTU	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3FZ28	C3FZ28_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3G257	C3G257_BACTU	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3GF00	C3GF00_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3GFU8	C3GFU8_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C3GX50	C3GX50_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
C4ZDT4	C4ZDT4_AGARV	Uncharacterized protein	Firmicutes	Eubacteriales	[Eubacterium] rectale	Lachnospiraceae
C8NIU9	C8NIU9_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Granulicatella adiacens	Carnobacteriaceae
D2EMD9	D2EMD9_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sp. M143	Streptococcaceae
D2EME6	D2EME6_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sp. M143	Streptococcaceae
D2EME7	D2EME7_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sp. M143	Streptococcaceae
D2EMF0	D2EMF0_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sp. M143	Streptococcaceae
D3E5E1	D3E5E1_GEOS4	Uncharacterized protein	Firmicutes	Bacillales	Geobacillus sp. (strain Y412MC10)	Paenibacillaceae
D3E5I5	D3E5I5_GEOS4	Uncharacterized protein	Firmicutes	Bacillales	Geobacillus sp. (strain Y412MC10)	Paenibacillaceae
D3FSI3	D3FSI3_ALKPO	Uncharacterized protein	Firmicutes	Bacillales	Alkalihalobacillus pseudofirmus (Bacillus pseudofirmus)	Bacillaceae
D4FK76	D4FK76_STAEP	Uncharacterized protein	Firmicutes	Bacillales	Staphylococcus epidermidis	Staphylococcaceae
D4FST8	D4FST8_STROR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
D4FSU4	D4FSU4_STROR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
D4FSU8	D4FSU8_STROR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
D4FSV2	D4FSV2_STROR	Uncharacterized protein (Fragment)	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
D4JEJ8	D4JEJ8_9FIRM	Uncharacterized protein conserved in bacteria	Firmicutes	Erysipelotrichales	Faecalitalea cylindroides	Erysipelotrichaceae
D7UUM7	D7UUM7_LISGR	Uncharacterized protein	Firmicutes	Bacillales	Listeria grayi (Listeria murrayi)	Listeriaceae
D8H662	D8H662_BACAI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
D8H984	D8H984_BACAI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
D9TII7	D9TII7_CALOO	Uncharacterized protein	Firmicutes	Thermoanaerobacterales	Caldicellulosiruptor obsidiansis	Thermoanaerobacterales Family III. Incertae Sedis
E1QYP4	E1QYP4_OLSUV	Uncharacterized protein	Actinobacteria	Coriobacteriales	Olsenella uli	Atopobiaceae
E2SLT7	E2SLT7_9FIRM	Uncharacterized protein	Firmicutes	Erysipelotrichales	Erysipelotrichaceae bacterium 3_1_53	Erysipelotrichaceae
E3CF45	E3CF45_STRPA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus parasanguinis	Streptococcaceae
E4Q3V7	E4Q3V7_CALOW	Uncharacterized protein	Firmicutes	Thermoanaerobacterales	Caldicellulosiruptor owensensis	Thermoanaerobacterales Family III. Incertae Sedis
E4S566	E4S566_CALKI	Uncharacterized protein	Firmicutes	Thermoanaerobacterales	Caldicellulosiruptor kristjanssonii	Thermoanaerobacterales Family III. Incertae Sedis
E6KIQ4	E6KIQ4_STROR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
E8K2X5	E8K2X5_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus infantis	Streptococcaceae
F0FBQ4	F0FBQ4_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F0FHF3	F0FHF3_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F0FPY0	F0FPY0_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F0I1E6	F0I1E6_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F0IBC0	F0IBC0_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F0ILW6	F0ILW6_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F0ING7	F0ING7_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F0ISI2	F0ISI2_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2BRG8	F2BRG8_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2BRR5	F2BRR5_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2BUT2	F2BUT2_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2BUT5	F2BUT5_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2BUT8	F2BUT8_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2BUU1	F2BUU1_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2BUU4	F2BUU4_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2C4G2	F2C4G2_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2C8C5	F2C8C5_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2C8C8	F2C8C8_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2C8D1	F2C8D1_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2CBG4	F2CBG4_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2CGJ5	F2CGJ5_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F2JHU0	F2JHU0_CELLD	Uncharacterized protein	Firmicutes	Eubacteriales	Cellulosilyticum lentocellum	Lachnospiraceae
F2JHU1	F2JHU1_CELLD	Uncharacterized protein	Firmicutes	Eubacteriales	Cellulosilyticum lentocellum	Lachnospiraceae
F2N6U2	F2N6U2_CORGP	Uncharacterized protein	Actinobacteria	Coriobacteriales	Coriobacterium glomerans	Coriobacteriaceae
F2N6U7	F2N6U7_CORGP	Uncharacterized protein	Actinobacteria	Coriobacteriales	Coriobacterium glomerans	Coriobacteriaceae
F2N6V9	F2N6V9_CORGP	Uncharacterized protein	Actinobacteria	Coriobacteriales	Coriobacterium glomerans	Coriobacteriaceae
F3AV71	F3AV71_9FIRM	Uncharacterized protein	Firmicutes	Eubacteriales	Lachnospiraceae bacterium 3_1_46FAA	Lachnospiraceae
F3M2Y7	F3M2Y7_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus sp. HGF5	Paenibacillaceae
F3MC89	F3MC89_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus sp. HGF5	Paenibacillaceae
F3SH40	F3SH40_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F3SHD5	F3SHD5_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F3SK87	F3SK87_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F3SK90	F3SK90_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F3UDG8	F3UDG8_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F3UNP1	F3UNP1_STRSA	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
F5WZF9	F5WZF9_STRG1	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus gallolyticus	Streptococcaceae
F8DHG5	F8DHG5_STREP	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus parasanguinis	Streptococcaceae
F9LWN6	F9LWN6_STRMT	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus mitis	Streptococcaceae
F9LY38	F9LY38_STRMT	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus mitis	Streptococcaceae
G1VLW9	G1VLW9_9FIRM	Uncharacterized protein	Firmicutes	Erysipelotrichales	Erysipelotrichaceae bacterium 2_2_44A	Erysipelotrichaceae
G4HB04	G4HB04_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus lactis	Paenibacillaceae
G4KVI6	G4KVI6_OSCVS	Uncharacterized protein	Firmicutes	Eubacteriales	Oscillibacter valericigenes	Oscillospiraceae
G5JX74	G5JX74_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus macacae	Streptococcaceae
G5JX90	G5JX90_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus macacae	Streptococcaceae
G5JX94	G5JX94_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus macacae	Streptococcaceae
G5JY95	G5JY95_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus macacae	Streptococcaceae
G5JZ70	G5JZ70_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus macacae	Streptococcaceae
G6C6Z2	G6C6Z2_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus sp. oral taxon 058	Streptococcaceae
G9R6F1	G9R6F1_9FIRM	Uncharacterized protein	Firmicutes	Erysipelotrichales	Coprobacillus sp. 3_3_56FAA	Coprobacillaceae
H1BEV6	H1BEV6_9FIRM	Uncharacterized protein	Firmicutes	Erysipelotrichales	Erysipelotrichaceae bacterium 6_1_45	Erysipelotrichaceae
H1CB12	H1CB12_9FIRM	Uncharacterized protein	Firmicutes	Eubacteriales	Lachnospiraceae bacterium 7_1_58FAA	Lachnospiraceae
H1GF59	H1GF59_LISIO	Uncharacterized protein	Firmicutes	Bacillales	Listeria innocua	Listeriaceae
H3SA20	H3SA20_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus dendritiformis	Paenibacillaceae
I0Q5G6	I0Q5G6_STROR	PF13780 domain protein	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
I0SNJ0	I0SNJ0_STROR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
